Process	GSsize	Group
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	235	C2
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP	20	C2
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_DN	12	C2
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP	24	C2
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_DN	11	C2
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	94	C2
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	46	C2
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	59	C2
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_DN	12	C2
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_UP	13	C2
GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN	10	C2
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	184	C2
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	94	C2
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	64	C2
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	89	C2
BIDUS_METASTASIS_UP	219	C2
BIDUS_METASTASIS_DN	154	C2
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	270	C2
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	198	C2
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	140	C2
WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN	71	C2
MAYBURD_RESPONSE_TO_L663536_UP	31	C2
MAYBURD_RESPONSE_TO_L663536_DN	56	C2
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP	19	C2
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	15	C2
DODD_NASOPHARYNGEAL_CARCINOMA_UP	1806	C2
DODD_NASOPHARYNGEAL_CARCINOMA_DN	1402	C2
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP	640	C2
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	784	C2
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP	721	C2
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	529	C2
RODRIGUES_THYROID_CARCINOMA_UP	16	C2
RODRIGUES_THYROID_CARCINOMA_DN	77	C2
GOZGIT_ESR1_TARGETS_UP	149	C2
GOZGIT_ESR1_TARGETS_DN	777	C2
HAHTOLA_SEZARY_SYNDROM_UP	99	C2
HAHTOLA_SEZARY_SYNDROM_DN	44	C2
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP	176	C2
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	27	C2
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	63	C2
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	115	C2
HAHTOLA_MYCOSIS_FUNGOIDES_UP	18	C2
HAHTOLA_MYCOSIS_FUNGOIDES_DN	17	C2
PROVENZANI_METASTASIS_UP	204	C2
PROVENZANI_METASTASIS_DN	142	C2
PACHER_TARGETS_OF_IGF1_AND_IGF2_UP	36	C2
LIU_CDX2_TARGETS_UP	35	C2
LIU_CDX2_TARGETS_DN	8	C2
COLDREN_GEFITINIB_RESISTANCE_UP	86	C2
COLDREN_GEFITINIB_RESISTANCE_DN	228	C2
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	130	C2
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN	61	C2
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	118	C2
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN	72	C2
PASTURAL_RIZ1_TARGETS_UP	10	C2
PASTURAL_RIZ1_TARGETS_DN	5	C2
CHOW_RASSF1_TARGETS_UP	26	C2
CHOW_RASSF1_TARGETS_DN	30	C2
ENK_UV_RESPONSE_EPIDERMIS_UP	296	C2
ENK_UV_RESPONSE_EPIDERMIS_DN	513	C2
ENK_UV_RESPONSE_KERATINOCYTE_UP	534	C2
ENK_UV_RESPONSE_KERATINOCYTE_DN	481	C2
LANDIS_BREAST_CANCER_PROGRESSION_UP	46	C2
LANDIS_BREAST_CANCER_PROGRESSION_DN	72	C2
GESERICK_TERT_TARGETS_DN	21	C2
YEMELYANOV_GR_TARGETS_DN	11	C2
LAU_APOPTOSIS_CDKN2A_UP	55	C2
LAU_APOPTOSIS_CDKN2A_DN	5	C2
DELYS_THYROID_CANCER_UP	445	C2
DELYS_THYROID_CANCER_DN	233	C2
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	59	C2
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	54	C2
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	132	C2
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	141	C2
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	123	C2
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	151	C2
CASTELLANO_HRAS_TARGETS_DN	6	C2
CASTELLANO_HRAS_AND_NRAS_TARGETS_UP	6	C2
CASTELLANO_HRAS_AND_NRAS_TARGETS_DN	8	C2
CASTELLANO_NRAS_TARGETS_UP	72	C2
CASTELLANO_NRAS_TARGETS_DN	14	C2
CHEBOTAEV_GR_TARGETS_UP	78	C2
CHEBOTAEV_GR_TARGETS_DN	123	C2
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP	28	C2
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	48	C2
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP	10	C2
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN	30	C2
LINDGREN_BLADDER_CANCER_CLUSTER_1_UP	120	C2
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	378	C2
LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP	8	C2
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN	141	C2
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	327	C2
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	226	C2
KOINUMA_COLON_CANCER_MSI_UP	16	C2
KOINUMA_COLON_CANCER_MSI_DN	8	C2
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	34	C2
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	23	C2
NADERI_BREAST_CANCER_PROGNOSIS_UP	51	C2
NADERI_BREAST_CANCER_PROGNOSIS_DN	18	C2
MARKEY_RB1_CHRONIC_LOF_UP	112	C2
MARKEY_RB1_CHRONIC_LOF_DN	123	C2
MARKEY_RB1_ACUTE_LOF_UP	237	C2
MARKEY_RB1_ACUTE_LOF_DN	229	C2
CHIN_BREAST_CANCER_COPY_NUMBER_UP	28	C2
CHIN_BREAST_CANCER_COPY_NUMBER_DN	13	C2
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	563	C2
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	235	C2
VANHARANTA_UTERINE_FIBROID_UP	44	C2
VANHARANTA_UTERINE_FIBROID_DN	67	C2
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	66	C2
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN	36	C2
LANDIS_ERBB2_BREAST_TUMORS_65_UP	22	C2
LANDIS_ERBB2_BREAST_TUMORS_65_DN	39	C2
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	19	C2
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	57	C2
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	238	C2
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	176	C2
ODONNELL_METASTASIS_UP	75	C2
ODONNELL_METASTASIS_DN	24	C2
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	218	C2
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	84	C2
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	1151	C2
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	1769	C2
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	611	C2
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	771	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP	193	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	95	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	27	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN	8	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP	172	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	21	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	38	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN	9	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	97	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	22	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP	182	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	37	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	247	C2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	35	C2
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP	21	C2
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN	30	C2
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	22	C2
CAIRO_PML_TARGETS_BOUND_BY_MYC_DN	13	C2
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	118	C2
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	12	C2
LANDIS_ERBB2_BREAST_TUMORS_324_UP	151	C2
LANDIS_ERBB2_BREAST_TUMORS_324_DN	152	C2
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	33	C2
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	31	C2
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	16	C2
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN	12	C2
BARIS_THYROID_CANCER_UP	24	C2
BARIS_THYROID_CANCER_DN	59	C2
BERENJENO_TRANSFORMED_BY_RHOA_UP	550	C2
BERENJENO_TRANSFORMED_BY_RHOA_DN	398	C2
TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP	7	C2
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	29	C2
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	26	C2
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	37	C2
KERLEY_RESPONSE_TO_CISPLATIN_UP	45	C2
KERLEY_RESPONSE_TO_CISPLATIN_DN	5	C2
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	125	C2
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	122	C2
TANG_SENESCENCE_TP53_TARGETS_UP	33	C2
TANG_SENESCENCE_TP53_TARGETS_DN	56	C2
WANG_BARRETTS_ESOPHAGUS_UP	52	C2
WANG_BARRETTS_ESOPHAGUS_DN	25	C2
WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	121	C2
WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	101	C2
WANG_ESOPHAGUS_CANCER_PROGRESSION_UP	9	C2
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	15	C2
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	18	C2
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP	63	C2
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	26	C2
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	57	C2
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	22	C2
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	211	C2
MCBRYAN_PUBERTAL_BREAST_3_4WK_DN	40	C2
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	270	C2
MCBRYAN_PUBERTAL_BREAST_4_5WK_DN	199	C2
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	123	C2
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	131	C2
MCBRYAN_PUBERTAL_BREAST_6_7WK_UP	193	C2
MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	80	C2
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	16	C2
VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN	16	C2
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	53	C2
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	19	C2
LUI_THYROID_CANCER_PAX8_PPARG_UP	46	C2
LUI_THYROID_CANCER_PAX8_PPARG_DN	46	C2
HAMAI_APOPTOSIS_VIA_TRAIL_UP	655	C2
HAMAI_APOPTOSIS_VIA_TRAIL_DN	202	C2
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	69	C2
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	36	C2
HUMMERICH_BENIGN_SKIN_TUMOR_UP	17	C2
HUMMERICH_BENIGN_SKIN_TUMOR_DN	19	C2
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	168	C2
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	63	C2
HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	18	C2
HUMMERICH_MALIGNANT_SKIN_TUMOR_DN	20	C2
LUCAS_HNF4A_TARGETS_UP	58	C2
LUCAS_HNF4A_TARGETS_DN	8	C2
ZIRN_TRETINOIN_RESPONSE_WT1_UP	23	C2
ZIRN_TRETINOIN_RESPONSE_WT1_DN	6	C2
ZIRN_TRETINOIN_RESPONSE_UP	20	C2
ZIRN_TRETINOIN_RESPONSE_DN	6	C2
STREICHER_LSM1_TARGETS_UP	44	C2
STREICHER_LSM1_TARGETS_DN	19	C2
KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	123	C2
LANG_MYB_FAMILY_TARGETS	29	C2
MCBRYAN_TERMINAL_END_BUD_UP	13	C2
MCBRYAN_TERMINAL_END_BUD_DN	6	C2
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP	29	C2
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	13	C2
DARWICHE_SKIN_TUMOR_PROMOTER_UP	143	C2
DARWICHE_SKIN_TUMOR_PROMOTER_DN	187	C2
DARWICHE_PAPILLOMA_RISK_LOW_UP	163	C2
DARWICHE_PAPILLOMA_RISK_LOW_DN	168	C2
DARWICHE_PAPILLOMA_RISK_HIGH_UP	150	C2
DARWICHE_PAPILLOMA_RISK_HIGH_DN	180	C2
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	150	C2
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN	180	C2
MAHADEVAN_IMATINIB_RESISTANCE_UP	22	C2
MAHADEVAN_IMATINIB_RESISTANCE_DN	20	C2
TOMIDA_METASTASIS_UP	26	C2
TOMIDA_METASTASIS_DN	18	C2
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN	13	C2
OZANNE_AP1_TARGETS_UP	14	C2
HWANG_PROSTATE_CANCER_MARKERS	28	C2
HU_ANGIOGENESIS_UP	21	C2
HU_ANGIOGENESIS_DN	37	C2
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	59	C2
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	46	C2
DARWICHE_PAPILLOMA_PROGRESSION_RISK	77	C2
SHIRAISHI_PLZF_TARGETS_UP	10	C2
SHIRAISHI_PLZF_TARGETS_DN	9	C2
MOTAMED_RESPONSE_TO_ANDROGEN_UP	5	C2
MOTAMED_RESPONSE_TO_ANDROGEN_DN	6	C2
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP	10	C2
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	10	C2
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP	6	C2
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN	8	C2
OLSSON_E2F3_TARGETS_UP	25	C2
OLSSON_E2F3_TARGETS_DN	39	C2
MARKS_HDAC_TARGETS_UP	23	C2
MARKS_HDAC_TARGETS_DN	15	C2
CHOI_ATL_ACUTE_STAGE	6	C2
CHOI_ATL_STAGE_PREDICTOR	44	C2
WONG_ENDMETRIUM_CANCER_UP	25	C2
WONG_ENDMETRIUM_CANCER_DN	78	C2
WONG_ENDOMETRIAL_CANCER_LATE	9	C2
ABDULRAHMAN_KIDNEY_CANCER_VHL_DN	13	C2
KONG_E2F1_TARGETS	11	C2
KONG_E2F3_TARGETS	97	C2
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	102	C2
EGUCHI_CELL_CYCLE_RB1_TARGETS	22	C2
CROSBY_E2F4_TARGETS	6	C2
MARKS_ACETYLATED_NON_HISTONE_PROTEINS	12	C2
IVANOV_MUTATED_IN_COLON_CANCER	13	C2
TAKAYAMA_BOUND_BY_AR	10	C2
RIZ_ERYTHROID_DIFFERENTIATION	82	C2
RIZ_ERYTHROID_DIFFERENTIATION_CCNE1	43	C2
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	37	C2
CHASSOT_SKIN_WOUND	9	C2
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	186	C2
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN	800	C2
MUELLER_METHYLATED_IN_GLIOBLASTOMA	43	C2
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN	26	C2
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	25	C2
RIZ_ERYTHROID_DIFFERENTIATION_6HR	38	C2
RIZ_ERYTHROID_DIFFERENTIATION_12HR	37	C2
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	199	C2
PEREZ_TP53_TARGETS	1195	C2
PEREZ_TP63_TARGETS	355	C2
PEREZ_TP53_AND_TP63_TARGETS	208	C2
WAKASUGI_HAVE_ZNF143_BINDING_SITES	54	C2
RODRIGUES_NTN1_AND_DCC_TARGETS	34	C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP	25	C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	85	C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP	59	C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	84	C2
TURJANSKI_MAPK1_AND_MAPK2_TARGETS	12	C2
TURJANSKI_MAPK8_AND_MAPK9_TARGETS	8	C2
TURJANSKI_MAPK7_TARGETS	7	C2
TURJANSKI_MAPK11_TARGETS	5	C2
TURJANSKI_MAPK14_TARGETS	10	C2
MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	15	C2
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	38	C2
APPIERTO_RESPONSE_TO_FENRETINIDE_DN	51	C2
NAGY_TFTC_COMPONENTS_HUMAN	18	C2
NAGY_STAGA_COMPONENTS_HUMAN	13	C2
NAGY_PCAF_COMPONENTS_HUMAN	9	C2
BAKER_HEMATOPOESIS_STAT1_TARGETS	10	C2
BAKER_HEMATOPOIESIS_STAT3_TARGETS	15	C2
BAKER_HEMATOPOESIS_STAT5_TARGETS	7	C2
SEIDEN_MET_SIGNALING	20	C2
AUNG_GASTRIC_CANCER	52	C2
SANCHEZ_MDM2_TARGETS	15	C2
BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	15	C2
NAKAMURA_LUNG_CANCER	9	C2
GALLUZZI_PERMEABILIZE_MITOCHONDRIA	41	C2
HAEGERSTRAND_RESPONSE_TO_IMATINIB	9	C2
MATHEW_FANCONI_ANEMIA_GENES	11	C2
MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER	55	C2
GILMORE_CORE_NFKB_PATHWAY	13	C2
SCHEIDEREIT_IKK_TARGETS	18	C2
DUTTA_APOPTOSIS_VIA_NFKB	33	C2
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	21	C2
ROVERSI_GLIOMA_COPY_NUMBER_DN	54	C2
SEIDEN_ONCOGENESIS_BY_MET	89	C2
HUMMERICH_SKIN_CANCER_PROGRESSION_UP	87	C2
HUMMERICH_SKIN_CANCER_PROGRESSION_DN	102	C2
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	32	C2
KLEIN_TARGETS_OF_BCR_ABL1_FUSION	45	C2
ROVERSI_GLIOMA_LOH_REGIONS	45	C2
ROVERSI_GLIOMA_COPY_NUMBER_UP	99	C2
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	39	C2
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	124	C2
RASHI_RESPONSE_TO_IONIZING_RADIATION_3	46	C2
RASHI_RESPONSE_TO_IONIZING_RADIATION_4	49	C2
RASHI_RESPONSE_TO_IONIZING_RADIATION_5	133	C2
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	87	C2
RASHI_NFKB1_TARGETS	19	C2
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	24	C2
AIGNER_ZEB1_TARGETS	35	C2
SUZUKI_AMPLIFIED_IN_ORAL_CANCER	17	C2
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	8	C2
MARTIN_INTERACT_WITH_HDAC	40	C2
LASTOWSKA_COAMPLIFIED_WITH_MYCN	43	C2
IWANAGA_E2F1_TARGETS_NOT_INDUCED_BY_SERUM	6	C2
LI_LUNG_CANCER	41	C2
LI_AMPLIFIED_IN_LUNG_CANCER	183	C2
LINDGREN_BLADDER_CANCER_CLUSTER_2B	389	C2
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	49	C2
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	116	C2
NAKAMURA_ALVEOLAR_EPITHELIUM	5	C2
NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA	7	C2
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS	13	C2
GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION	14	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17	19	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24	14	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25	9	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7	7	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_27	10	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15	10	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29	8	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_9	8	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_16	9	C2
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN	49	C2
EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	48	C2
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	15	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8	12	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23	19	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	5	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21	6	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_30	5	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6	6	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12	11	C2
MATTIOLI_MGUS_VS_PCL	127	C2
MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA	17	C2
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	327	C2
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL	329	C2
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL	329	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_5	5	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18	5	C2
LUI_THYROID_CANCER_CLUSTER_1	52	C2
LUI_THYROID_CANCER_CLUSTER_2	43	C2
LUI_THYROID_CANCER_CLUSTER_3	28	C2
LUI_THYROID_CANCER_CLUSTER_4	21	C2
LUI_THYROID_CANCER_CLUSTER_5	16	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22	11	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_1	6	C2
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_13	6	C2
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	14	C2
LUI_TARGETS_OF_PAX8_PPARG_FUSION	34	C2
SCHLOSSER_SERUM_RESPONSE_UP	127	C2
SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC	107	C2
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	33	C2
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	162	C2
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN	48	C2
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	48	C2
SCHLOSSER_SERUM_RESPONSE_DN	703	C2
MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS	17	C2
MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS	37	C2
FARMER_BREAST_CANCER_CLUSTER_1	48	C2
FARMER_BREAST_CANCER_CLUSTER_8	6	C2
FARMER_BREAST_CANCER_CLUSTER_7	20	C2
FARMER_BREAST_CANCER_CLUSTER_2	33	C2
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	140	C2
SCHEIDEREIT_IKK_INTERACTING_PROTEINS	53	C2
JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER	40	C2
HEIDENBLAD_AMPLIFIED_IN_SOFT_TISSUE_CANCER	13	C2
HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER	7	C2
OHASHI_AURKA_TARGETS	5	C2
OHASHI_AURKB_TARGETS	8	C2
KOBAYASHI_RESPONSE_TO_ROMIDEPSIN	19	C2
LA_MEN1_TARGETS	25	C2
KOMMAGANI_TP63_GAMMA_TARGETS	9	C2
LUND_SILENCED_BY_METHYLATION	15	C2
HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2	16	C2
BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX	17	C2
BOWIE_RESPONSE_TO_TAMOXIFEN	18	C2
AIYAR_COBRA1_TARGETS_UP	40	C2
AIYAR_COBRA1_TARGETS_DN	29	C2
LI_CISPLATIN_RESISTANCE_DN	33	C2
LI_CISPLATIN_RESISTANCE_UP	26	C2
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP	23	C2
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_DN	6	C2
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	35	C2
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN	37	C2
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP	71	C2
